klasa	status_baza	fullName
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) GET /saved-views/shared/:token — resolves for any same-org user (TEAM scope); wrong org -> 404
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) MOUNT PROOF: valid context + REAL router, random viewId -> 404 WITH {code:"NOT_FOUND"}
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) MOUNT PROOF: valid context, path no router in this tree handles -> 404 WITHOUT a code field
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) PATCH /saved-views/:id — owner can rename; a second same-org user gets 403 FORBIDDEN
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) POST /saved-views — create PERSONAL view
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) POST /saved-views — create TEAM view, visible to a second same-org user
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) POST /saved-views — invalid filters -> 400 INVALID_FILTERS
ZASTANA	failed	10-finance-serwer.json | valuation-b3-review.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation, independent review supplement (real HTTP + real PostgreSQL) ★ KONTROLA NEGATYWNA (DB layer, N/A!=zero): a raw SQL INSERT with readiness=READY and result_value_status=MISSING — bypassing every app-layer guard — is rejected by chk_finance_methods_result_matches_readiness itself
ZASTANA	failed	10-finance-serwer.json | valuation-b3-review.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation, independent review supplement (real HTTP + real PostgreSQL) ★ KONTROLA NEGATYWNA (DB layer, weight-sum=100): a raw SQL basket totalling 60% — bypassing setBasketWeights()/the route entirely — is rejected AT COMMIT by trg_finance_valuation_methods_weight_sum
ZASTANA	failed	10-finance-serwer.json | valuation-b3-review.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation, independent review supplement (real HTTP + real PostgreSQL) ★ REGRESSION (found+fixed in review): a REPEAT POST .../sensitivity for the SAME (methodId, gridLabel) returns the SAME gridId as the first call, and that gridId owns exactly 25 cells — not an orphaned id
ZASTANA	failed	10-finance-serwer.json | valuation-b3-review.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation, independent review supplement (real HTTP + real PostgreSQL) ★ TRZY STANY, nigdy ze sobą pomylone: MISSING (brak danych) vs. PRESENT_ZERO (prawdziwe zero) vs. PRESENT_NONZERO — GET .../methods i GET .../results rozróżniają wszystkie trzy jednocześnie
ZASTANA	failed	10-finance-serwer.json | valuation-b3-review.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation, independent review supplement (real HTTP + real PostgreSQL) DISCOVERY: a second, byte-identical POST .../compute/dcf call (same entity/years/terminal, hence same idempotency key in computeJobService) — documents whether the endpoint replays idempotently or errors
ZASTANA	failed	10-finance-serwer.json | valuation-b3-review.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation, independent review supplement (real HTTP + real PostgreSQL) GET .../methods/:methodId/sensitivity/:gridLabel — same-org but nonexistent gridLabel -> 404 NOT_FOUND (route ran); wrong-org methodId -> 404 NOT_FOUND (method ownership check ran first)
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET /valuation/cases/:caseId — org B on org A case -> 404; GET /valuation/cases (list) for org B never includes org A case
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET /valuation/variants/:id/results — org B on org A variant -> 404 (ORGANIZATION_MISMATCH mapped fail-closed), zero data leaked in the body
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET method (terminal/sensitivity) with a methodId belonging to org A, requested by org B -> 404, zero leakage
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET/PATCH /valuation/variants/:id — org B on org A variant -> 404 both ways, SQL confirms name unchanged
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET/POST /valuation/variants/:id/methods and POST .../basket — org B on org A variant -> 404 all three, zero rows for org B
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET/PUT /valuation/variants/:id/bridge — org B on org A variant -> 404 both ways, SQL confirms no bridge row for org B
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) GET/PUT /valuation/variants/:id/wacc-inputs — org B on org A variant -> 404 both ways, no row for org B
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) POST /valuation/cases/:caseId/compare-variants — org B supplying org A caseId + org A variant ids -> 404 (ORGANIZATION_MISMATCH), no advisor rows written for either side
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) POST /valuation/cases/:caseId/variants — org B posting a variant against org A caseId -> 404 CASE_NOT_FOUND, no row written
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) POST /valuation/variants/:id/advisor/generate and GET .../advisor — org B on org A variant -> 404 both, zero advisor rows for org B
ZASTANA	failed	10-finance-serwer.json | valuation-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B3 — valuation cross-tenant matrix (real HTTP + real PostgreSQL) POST /valuation/variants/:id/compute/dcf — org B attempting to compute org A variant -> 404, no compute_jobs row for org B
ZASTANA	failed	10-finance-serwer.json | valuation-independent-verifier.pg.test.ts | INDEPENDENT VERIFIER — Pakiet B3 claim #8 (DCF idempotent replay, post-fix) a byte-identical repeat POST .../compute/dcf replays IDEMPOTENTLY — same jobId, HTTP 200, exactly ONE compute_job_outputs row (independent SQL read), never a re-run
ZASTANA	failed	10-finance-serwer.json | valuation-independent-verifier.pg.test.ts | INDEPENDENT VERIFIER — Pakiet B3 claim #8 (DCF idempotent replay, post-fix) a repeat POST while the FIRST attempt is still `running` (not yet committed) is a HARD 409 JOB_NOT_RUNNING error — never silently resumed, and never conflated with the succeeded-replay case above
ZASTANA	failed	11-materials-serwer.json | materialExportPolicy17.realdb.test.ts | MAT-POL-001 approved engine lock binds the four approved in-process engines to the installed lock versions and MIT
NIEORZECZONA	skipped	12-audits-serwer.json | fixtureGenerator.pg.test.ts | auditProgramFixtures — fixture skali Audits (Postgres realny — AUD-MVP-DATA-001) CLEANUP: po sprzątaniu wszystkie pięć liczników wraca do zera, zero wierszy claude_a_ pozostaje
