requirement_id,route,command_or_query,authorization_predicate,canonical_object_id_field,event_audit_record,test_ref,evidence_ref,candidate_sha,status,epic,kind,matched_coverage_row_ids,note,row_id,supersedes_row_id
CW-GR-027,GET /api/v8/case-workspace/proposals/:actionProposalId,proposalApprovalService.getActionProposal,requireCaseAccess,action_proposal_id,NONE,PENDING,"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E6,query,CW-GR-027,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-049,
CW-RT-043,GET /api/v8/case-workspace/cases/:caseId/proposals,proposalApprovalService.listActionProposalsForCase,requireCaseAccess,case_id,NONE,PENDING,"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E6,query,CW-RT-043,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-050,
CW-GR-026,GET /api/v8/case-workspace/runs/:runId/proposals,proposalApprovalService.listActionProposalsForRun,"NONE-INTERNAL-ONLY (service fn itself has no case/org filter; route authorizes every distinct caseId in the result, all-or-nothing)",run_id,NONE,PENDING,"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E6,query,CW-GR-026,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-051,
CW-02-034;CW-03-014,GET /api/v8/case-workspace/proposals/:actionProposalId/decisions,proposalApprovalService.listDecisionsForProposal,requireCaseAccess,action_proposal_id,NONE,PENDING,"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E6,query,CW-02-034;CW-03-014,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-052,
DERIVED,PENDING_STREAM_B,waitSubscriptionService.computeWaitOverdueState,NONE-INTERNAL-ONLY,n/a (pure fn),NONE,PENDING,"waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E5,query,,"no DB access; not listed in file's own req_id coverage header NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-053,
CW-RT-020;CW-RT-021;CW-00-020-INV10;CW-RT-043;CW-RT-060,POST /api/v8/case-workspace/cases/:caseId/waits,waitSubscriptionService.createWait,requireCaseAccess,wait_id (new),wait.registered (case_workspace_event_outbox) [waitSubscriptionService.ts:605],"server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,command,CW-RT-020;CW-RT-020-U1;CW-RT-021;CW-RT-021-U1;CW-00-020-INV10;CW-00-020-INV10-U1;CW-RT-043;CW-RT-060;CW-RT-060-U1,correlation_key double-duty as idempotent-create key,TRAR-054,
CW-RT-021;CW-00-020-INV10;CW-RT-052;CW-CANON-11,PENDING_STREAM_B,waitSubscriptionService.claimTimerWait,NONE-INTERNAL-ONLY,wait_id,wait.claimed (case_workspace_event_outbox) [waitSubscriptionService.ts:688; actorUserId is a system:<worker> token],"server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,command,CW-RT-021;CW-RT-021-U1;CW-00-020-INV10;CW-00-020-INV10-U1;CW-RT-052;CW-RT-052-U1;CW-CANON-11;CW-CANON-11-U1,"lease/fencing-token claim, mirrors operationClaimService.ts idiom",TRAR-055,
CW-RT-021;CW-RT-052;CW-CANON-11;CW-DOD-C5,PENDING_STREAM_B,waitSubscriptionService.renewTimerWaitClaimLease,NONE-INTERNAL-ONLY,wait_id,"wait.claim_lease_renewed (case_workspace_event_outbox) [waitSubscriptionService.ts:773; scheduler heartbeat, system actor]","server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,command,CW-RT-021;CW-RT-021-U1;CW-RT-052;CW-RT-052-U1;CW-CANON-11;CW-CANON-11-U1;CW-DOD-C5,,TRAR-056,
CW-RT-020;CW-RT-021;CW-RT-043;CW-CANON-11;CW-01-026-INV8,POST /api/v8/case-workspace/waits/:waitId/resolve,waitSubscriptionService.resolveWait,"NONE-INTERNAL-ONLY (service fn itself, by design — shared with unauthenticated TIMER/DOMAIN_EVENT/EXTERNAL_CALLBACK paths; route composes requireCaseAccess via getWait before calling it)",wait_id,"wait.satisfied (case_workspace_event_outbox) [waitSubscriptionService.ts:829 passed into shared resolveWaitCore:854 which publishes at :901, same transaction as the status flip]","server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,command,CW-RT-020;CW-RT-020-U1;CW-RT-021;CW-RT-021-U1;CW-RT-043;CW-CANON-11;CW-CANON-11-U1;CW-01-026-INV8,"RETROFIT PRIORITY #6 in caseWorkspaceAuthContext.ts header — STILL OPEN at the service-function layer by explicit design (see resolveWait's own doc comment): the function itself has no direct requireCaseAccess call because it is shared with the unauthenticated TIMER/DOMAIN_EVENT/EXTERNAL_CALLBACK internal paths, which have no real end-user actor to check. For the HUMAN path this is NOT actually exploitable over HTTP: the shipped route (POST /waits/:waitId/resolve, waitSubscriptions.routes.ts) composes requireCaseAccessForWait (getWait + requireCaseAccessForActor) BEFORE calling svc.resolveWait, so an external caller cannot reach this function without passing that gate. CW-DOD-D6 for the genuine DOMAIN_EVENT/EXTERNAL_CALLBACK forgery vector remains unresolved and is out of this packet's scope (open_question #8 in the service file), consistent with the original finding.",TRAR-057,
CW-RT-043;CW-01-026-INV8;CW-02-029,POST /api/v8/case-workspace/waits/:waitId/human-input,waitSubscriptionService.provideHumanInput,requireCaseAccess (via its own getWait call before delegating to resolveWait),wait_id,wait.human_input_provided (case_workspace_event_outbox) [waitSubscriptionService.ts:950 via resolveWaitCore:854],"server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E5,command,CW-RT-043;CW-01-026-INV8;CW-02-029,actor not persisted (no decided_by-shaped column) — accepted gap,TRAR-058,
CW-RT-043;CW-RT-052;CW-RT-062;CW-DOD-C5,PENDING_STREAM_B,waitSubscriptionService.expireWait,NONE-INTERNAL-ONLY,wait_id,wait.expired (case_workspace_event_outbox) [waitSubscriptionService.ts:980 passed into shared applySimpleWaitTransition:1029 which publishes at :1058; scheduler actor],"server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,command,CW-RT-043;CW-RT-052;CW-RT-052-U1;CW-RT-062;CW-RT-062-U1;CW-DOD-C5,"sweep trigger/cron not built, primitive only",TRAR-059,
CW-02-029;CW-RT-052,POST /api/v8/case-workspace/waits/:waitId/cancel,waitSubscriptionService.cancelWait,requireCaseAccess (via applySimpleWaitTransition),wait_id,wait.cancelled (case_workspace_event_outbox) [waitSubscriptionService.ts:1010 via applySimpleWaitTransition:1029],"server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,PARTIAL,E5,command,CW-02-029;CW-RT-052;CW-RT-052-U1,,TRAR-060,
CW-RT-020;CW-DOD-B5,GET /api/v8/case-workspace/waits/:waitId,waitSubscriptionService.getWait,requireCaseAccess,wait_id,NONE,PENDING,"waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,query,CW-RT-020;CW-RT-020-U1;CW-DOD-B5,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-061,
CW-GR-026;CW-02-029,GET /api/v8/case-workspace/runs/:runId/waits,waitSubscriptionService.listWaitsForRun,requireCaseAccess,run_id,NONE,PENDING,"waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E5,query,CW-GR-026;CW-02-029,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-062,
CW-DOD-B5;CW-DOD-B8,GET /api/v8/case-workspace/cases/:caseId/waits,waitSubscriptionService.listWaitsForCase,requireCaseAccess,case_id,NONE,PENDING,"waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E5,query,CW-DOD-B5;CW-DOD-B8,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-063,
CW-RT-021;CW-DOD-I6,PENDING_STREAM_B,waitSubscriptionService.listDueTimerWaitsForClaim,NONE-INTERNAL-ONLY,"n/a (scheduler sweep query, no single object id)",NONE,PENDING,"waitSubscriptionService.ts|server/migrations/20260809_case_workspace_wait_subscription.sql|server/src/services/caseWorkspace/__tests__/waitSubscriptionService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E5,query,CW-RT-021;CW-RT-021-U1;CW-DOD-I6,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-064,
CW-00-016;CW-DOD-B2,PENDING_STREAM_B,caseHistoryService.classifyHistoryEventProjections,NONE-INTERNAL-ONLY,n/a (pure fn over event_type string),NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,PARTIAL,E11,query,CW-00-016;CW-DOD-B2;CW-DOD-B2-U1,"NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-065,
CW-01-016;CW-01-026-INV12;CW-00-020-INV13,PENDING_STREAM_B,caseHistoryService.computeMetricValueOutcomeState,NONE-INTERNAL-ONLY,n/a (pure fn),NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,query,CW-01-016;CW-01-016-U1;CW-01-026-INV12;CW-01-026-INV12-U1;CW-00-020-INV13;CW-00-020-INV13-U1,"NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-066,
CW-00-020-INV13;CW-01-026-INV9;CW-DOD-B2,POST /api/v8/case-workspace/cases/:caseId/history-events,caseHistoryService.appendCaseHistoryEvent,requireCaseAccess,event_id (new),"<caller-supplied input.eventType, verbatim> (case_workspace_event_outbox) [caseHistoryService.ts:656; public entry point ONLY - internal insertHistoryEvent:493 contains zero publishEvent calls, so reusing callers do not double-emit (EVENT_TAXONOMY 5.6)]",server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (realDB outbox assertion on the caller-supplied event_type),"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,command,CW-00-020-INV13;CW-00-020-INV13-U1;CW-01-026-INV9;CW-01-026-INV9-U1;CW-DOD-B2;CW-DOD-B2-U1,INSERT-only; ON CONFLICT(dedupe_key) DO NOTHING for idempotent replay,TRAR-067,
CW-00-020-INV13,GET /api/v8/case-workspace/history-events/:eventId,caseHistoryService.getCaseHistoryEvent,requireCaseAccess,event_id,NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,query,CW-00-020-INV13;CW-00-020-INV13-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-068,
CW-00-020-INV13;CW-03-017;CW-DOD-B2,GET /api/v8/case-workspace/cases/:caseId/history-events,caseHistoryService.listCaseHistoryEventsForCase,requireCaseAccess,case_id,NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,query,CW-00-020-INV13;CW-00-020-INV13-U1;CW-03-017;CW-DOD-B2;CW-DOD-B2-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-069,
CW-02-032;CW-00-020-INV13;CW-01-016;CW-01-026-INV12,POST /api/v8/case-workspace/cases/:caseId/value-measurements,caseHistoryService.recordValueMeasurement,requireCaseAccess,measurement_id (new),"outcome.measurement_recorded (case_workspace_event_outbox) [caseHistoryService.ts:943, plus the VALUE_MEASUREMENT_RECORDED history row it appends via insertHistoryEvent in the same transaction; insertHistoryEvent does not emit, so exactly one outbox row]","server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,command,CW-02-032;CW-02-032-U1;CW-00-020-INV13;CW-00-020-INV13-U1;CW-01-016;CW-01-016-U1;CW-01-026-INV12;CW-01-026-INV12-U1,"the ONLY one of all 123 rows in this ledger that emits a history event today; per PACKET_REGISTRY.md, CW-P01/02/04/05/06 mutating methods do NOT yet call appendCaseHistoryEvent — real tracked gap",TRAR-070,
CW-02-032,GET /api/v8/case-workspace/value-measurements/:measurementId,caseHistoryService.getValueMeasurement,requireCaseAccess,measurement_id,NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,query,CW-02-032;CW-02-032-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-071,
CW-02-032;CW-01-004,GET /api/v8/case-workspace/cases/:caseId/value-measurements,caseHistoryService.listValueMeasurementsForCase,requireCaseAccess,case_id,NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,query,CW-02-032;CW-02-032-U1;CW-01-004,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-072,
CW-02-032;CW-01-026-INV9,GET /api/v8/case-workspace/cases/:caseId/value-measurements/metric/:metricKey,caseHistoryService.listValueMeasurementsForMetric,requireCaseAccess,case_id + metric_key,NONE,PENDING,"caseHistoryService.ts|server/migrations/20260809_case_workspace_history_value.sql|server/src/services/caseWorkspace/__tests__/caseHistoryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E11,query,CW-02-032;CW-02-032-U1;CW-01-026-INV9;CW-01-026-INV9-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-073,
DERIVED,PENDING_STREAM_B,playService.computeGraphDigest,NONE-INTERNAL-ONLY,"n/a (pure fn; separate copy of casePlanVersionService's own helper, this directory's per-file-duplication convention)",NONE,PENDING,"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E12,query,,"no DB access; not listed in file's own req_id coverage header NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-074,
DERIVED,GET /api/v8/case-workspace/process-definitions/:processDefinitionId/publisher-check,playService.isAuthorizedPublisher,"requireOrgRole(ADMIN) (delegates to requireOrgRole; returns boolean, never throws)",organization_id + actor_user_id (reads organization_members),NONE,PENDING,"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E12,query,,"internal helper used by shareProcessDefinition; not itself listed in the file's own req_id coverage header NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-075,
CW-00-018;CW-RT-015,POST /api/v8/case-workspace/process-definitions,playService.createProcessDefinition,requireOrgMember,process_definition_id (new),process.definition.created (case_workspace_event_outbox) [playService.ts:713],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-00-018;CW-00-018-U1;CW-RT-015;CW-RT-015-U1,,TRAR-076,
CW-RT-014;CW-GR-029,GET /api/v8/case-workspace/process-definitions/:processDefinitionId,playService.getProcessDefinition,requireOrgMember,process_definition_id,NONE,PENDING,"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,query,CW-RT-014;CW-RT-014-U1;CW-GR-029,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-077,
CW-GR-029;CW-GR-030,GET /api/v8/case-workspace/process-definitions,playService.listProcessDefinitions,requireOrgMember,organization_id (filter),NONE,PENDING,"playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,query,CW-GR-029;CW-GR-030;CW-GR-030-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-078,
CW-00-018;CW-RT-015;CW-GR-030,POST /api/v8/case-workspace/process-definitions/:processDefinitionId/share,playService.shareProcessDefinition,requireOrgRole(ADMIN) (via isAuthorizedPublisher),process_definition_id,process.definition.shared (case_workspace_event_outbox) [playService.ts:857],"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E12,command,CW-00-018;CW-00-018-U1;CW-RT-015;CW-RT-015-U1;CW-GR-030;CW-GR-030-U1,"AUTH NUANCE (Stream E finding, originally verified 2026-08-10) — CLOSED by Stream A: isAuthorizedPublisher no longer runs its own bespoke `SELECT role FROM organization_members WHERE ...` query; it now delegates to the shared `requireOrgRole(userId, orgId, 'ADMIN')` primitive, which composes requireOrgMember -> resolveActorMembership, and resolveActorMembership DOES filter `status !== 'ACTIVE'`. A REVOKED/SUSPENDED OWNER or ADMIN is now denied — see security/playService.security.pg.test.ts test (B) 'GAP CLOSED... REVOKED' for a concrete proof against a real row.",TRAR-079,
