file,line,snippet,classification,reason,follow_up_action_id_or_blank
src/components/MyWork/IdeaTeresaSection.tsx,135,() => runCommand(cmd),a,"[heuristic-false-negative] Callback prop forwarded from the leaf component to its owner (multi-line destructuring at the component signature, or a locally-named thin wrapper whose entire body is a single call to such a prop, individually confirmed by reading the function body). Same class the awk heuristic's Pass A2 already excludes for single-line destructuring -- the real mutation, if any, lives where the prop is bound by the parent, out of this file's scope by design.",
src/components/MyWork/IdeaWorkspaceTools.tsx,1420,() => !isSoon && onConvert(id),a,"[heuristic-false-negative] Callback prop forwarded from the leaf component to its owner (multi-line destructuring at the component signature, or a locally-named thin wrapper whose entire body is a single call to such a prop, individually confirmed by reading the function body). Same class the awk heuristic's Pass A2 already excludes for single-line destructuring -- the real mutation, if any, lives where the prop is bound by the parent, out of this file's scope by design.",
src/components/MyWork/Inbox/InboxTriage.tsx,540,() => handleBulkTriage(ta.action),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Inbox/InboxTriage.tsx,567,toggleSelect,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/InboxContent.tsx,3314,(e) => { e.stopPropagation(); if (groupKey) setExpandedGroups((prev) => { const next = new…,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/InboxContent.tsx,3922,(e) => { e.stopPropagation(); setExpandedGroups((prev) => { const next = new Set(prev); if…,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/InboxContent.tsx,3980,() => setCollapsedSections((prev) => { const next = new Set(prev); if (next.has(section.id…,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyIdeasListContent.tsx,1609,() => handleConvert(target),b,"[intentional-non-command] handleConvert is wired from the My Ideas LIST screen's row kebab (source comment: 'the row kebab (IdeasTableContent.tsx ""output"" zone) ... passes these through onConvertIdeaToTarget'). This is a List/Triada row-kebab action (StandardTable row menu), not an Idea Workspace canvas surface -- outside IDEA_ACTION_REGISTRY/E02 scope (toolbar/rail/inspector/PPM/keyboard for the 4 open-canvas tools). Governed instead by the List canon's own row-action convention, which this coverage script does not audit.",
src/components/MyWork/MyTasksListContent.tsx,3126,handleSelectTask,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyTasksListContent.tsx,3168,handleBulkChangePriority,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyTasksListContent.tsx,3174,handleBulkChangeDate,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyWorkHub.tsx,3229,() => bulk?.complete()} className={MENU_3_ACTION_NEUTRAL}>,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyWorkHub.tsx,3233,() => bulk?.deleteSelected()} className={MENU_3_ACTION_DANGER}>,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyWorkHub.tsx,3412,() => applyInboxPreset(isActive ? 'all' : p.id),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyWorkHub.tsx,3605,() => bulk?.convert()} className={MENU_3_ACTION_NEUTRAL}>,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/MyWorkHub.tsx,3613,() => bulk?.deleteSelected()} className={MENU_3_ACTION_DANGER}>,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotebookContent.tsx,3404,() => handleRemoveTag(tag),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotebookContent.tsx,3442,() => void handleDownloadSourceFile(),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotebookContent.tsx,4203,() => void handleConfirmOutlineDraft(),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotebookLibraryContent.tsx,629,() => void handleSave(),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationDetailView.tsx,2215,() => handleDeleteComment(comment.id),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationDetailView.tsx,2323,loadActivityLog,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationDetailView.tsx,4076,handleDelete,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationSettings.tsx,245,saveSettings,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationSettings.tsx,435,saveSettings,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Notifications/NotificationCenter.tsx,251,(e) => { e.stopPropagation(); onDelete(notification.id); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Notifications/NotificationCenter.tsx,515,handleMarkAllRead,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Notifications/NotificationQuickActions.tsx,184,(e) => { e.stopPropagation(); onApprove(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Notifications/NotificationQuickActions.tsx,195,(e) => { e.stopPropagation(); onReject(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Notifications/NotificationQuickActions.tsx,214,(e) => { e.stopPropagation(); onApplyRecommendation(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Notifications/NotificationQuickActions.tsx,367,(e) => { e.stopPropagation(); onDelete(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationsContent.tsx,1377,handleSelectNotification,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationsContent.tsx,1398,handleSelectNotification,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationsHub.tsx,822,handleMarkAllRead,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationsHub.tsx,1119,(e) => { e.stopPropagation(); handleDelete(notification.id); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/NotificationsHub.tsx,1203,handleSubmitNewNotification,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailModal.tsx,366,() => removeChecklistItem(item.id),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailModal.tsx,432,handleSave,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,3486,() => removeChecklistItem(item.id),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,5152,"() => { const old = status; setStatus('done'); addActivityLogEntry( 'status_change', t('my…",b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,5170,"() => { const old = status; setStatus('blocked'); addActivityLogEntry( 'status_change', t(…",b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,5670,generateAIChecklist,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,6683,() => void handleSave(),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,6740,(e) => { e.stopPropagation(); generateAIDescription(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,6828,(e) => { e.stopPropagation(); generateAIOutcome(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,7077,"async () => { // Optimistically remove from UI, then persist the unlink. const prev = rela…",b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,7227,async () => { if (!newDecisionTitle.trim()) { toast.error( t( 'myWork.taskDetail.enterDeci…,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,7392,"async () => { if (!taskId) { toast.error( t( 'myWork.taskDetail.saveTheTaskFirst2', 'Save …",b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,7588,(e) => { e.stopPropagation(); generateAIChecklist(); },b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,7669,() => removeChecklistItem(item.id),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/TaskDetailView.tsx,8322,() => removeTag(tag),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Tasks/TaskFiltersBar.tsx,488,() => onDeletePreset(preset.id),b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
src/components/MyWork/Tasks/TaskFiltersBar.tsx,535,handleSavePreset,b,"[out-of-domain] File belongs to a MyWork feature outside the four Idea Workspace representations (mindmap/whiteboard/process_flow/table) that IDEA_ACTION_REGISTRY governs (E02 scope is toolbar/rail/inspector/PPM/keyboard/Teresa parity for those 4 tools only). Verified: zero matches for this file/feature in src/actions/ideaActionRegistry.ts, and the component is mounted only by Decision/Task/Notification/Focus/Inbox/Notebook/Program screens (checked via grep of importers), never by mindmap/whiteboard/processflow/table.",
