product,scope_type,asset_slug,role,source_prompt_path,source_status,generation_action,recommended_priority,is_archive,active_generation_target,output_dir,output_filename,meta_filename,usage
DBR77,blog,06_the_death_of_static_planning_in_manufacturing,hero,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,blog,06_the_death_of_static_planning_in_manufacturing,analytical,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,blog,06_the_death_of_static_planning_in_manufacturing,social,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,blog,07_why_you_should_never_invest_in_automation_without_simulation,hero,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,blog,07_why_you_should_never_invest_in_automation_without_simulation,analytical,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,blog,07_why_you_should_never_invest_in_automation_without_simulation,social,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,blog,08_the_real_reason_your_factory_is_not_efficient,hero,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,blog,08_the_real_reason_your_factory_is_not_efficient,analytical,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,blog,08_the_real_reason_your_factory_is_not_efficient,social,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,blog,09_data_is_the_new_factory_floor,hero,DBR77/Blog/09_data_is_the_new_factory_floor/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/09_data_is_the_new_factory_floor/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,blog,09_data_is_the_new_factory_floor,analytical,DBR77/Blog/09_data_is_the_new_factory_floor/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/09_data_is_the_new_factory_floor/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,blog,09_data_is_the_new_factory_floor,social,DBR77/Blog/09_data_is_the_new_factory_floor/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/09_data_is_the_new_factory_floor/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,blog,10_the_factory_of_the_future_is_not_automated_its_intelligent,hero,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,blog,10_the_factory_of_the_future_is_not_automated_its_intelligent,analytical,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,blog,10_the_factory_of_the_future_is_not_automated_its_intelligent,social,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,page,01_ai_native_operating_system_for_industry,hero,DBR77/Pages/01_ai_native_operating_system_for_industry/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/01_ai_native_operating_system_for_industry/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,page,01_ai_native_operating_system_for_industry,analytical,DBR77/Pages/01_ai_native_operating_system_for_industry/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/01_ai_native_operating_system_for_industry/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,page,01_ai_native_operating_system_for_industry,social,DBR77/Pages/01_ai_native_operating_system_for_industry/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/01_ai_native_operating_system_for_industry/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,page,02_one_ecosystem_for_manufacturing_decisions,hero,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,page,02_one_ecosystem_for_manufacturing_decisions,analytical,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,page,02_one_ecosystem_for_manufacturing_decisions,social,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,page,03_decision_systems_in_manufacturing,hero,DBR77/Pages/03_decision_systems_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/03_decision_systems_in_manufacturing/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,page,03_decision_systems_in_manufacturing,analytical,DBR77/Pages/03_decision_systems_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/03_decision_systems_in_manufacturing/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,page,03_decision_systems_in_manufacturing,social,DBR77/Pages/03_decision_systems_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/03_decision_systems_in_manufacturing/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,page,04_from_guesswork_to_governed_execution,hero,DBR77/Pages/04_from_guesswork_to_governed_execution/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/04_from_guesswork_to_governed_execution/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,page,04_from_guesswork_to_governed_execution,analytical,DBR77/Pages/04_from_guesswork_to_governed_execution/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/04_from_guesswork_to_governed_execution/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,page,04_from_guesswork_to_governed_execution,social,DBR77/Pages/04_from_guesswork_to_governed_execution/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/04_from_guesswork_to_governed_execution/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,page,05_simulate_run_automate_the_dbr77_operating_logic,hero,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,page,05_simulate_run_automate_the_dbr77_operating_logic,analytical,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,page,05_simulate_run_automate_the_dbr77_operating_logic,social,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,page,06_which_dbr77_product_fits_your_current_decision_bottleneck,hero,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,page,06_which_dbr77_product_fits_your_current_decision_bottleneck,analytical,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,page,06_which_dbr77_product_fits_your_current_decision_bottleneck,social,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,persona,01_ceo_better_board_control_through_stronger_decision_systems,hero,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,persona,01_ceo_better_board_control_through_stronger_decision_systems,analytical,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,persona,01_ceo_better_board_control_through_stronger_decision_systems,social,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,persona,02_cfo_safer_capex_and_clearer_roi_in_manufacturing,hero,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,persona,02_cfo_safer_capex_and_clearer_roi_in_manufacturing,analytical,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,persona,02_cfo_safer_capex_and_clearer_roi_in_manufacturing,social,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,persona,03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture,hero,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,persona,03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture,analytical,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,persona,03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture,social,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DBR77,persona,04_plant_manager_less_firefighting_more_control,hero,DBR77/Personas/04_plant_manager_less_firefighting_more_control/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/04_plant_manager_less_firefighting_more_control/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DBR77,persona,04_plant_manager_less_firefighting_more_control,analytical,DBR77/Personas/04_plant_manager_less_firefighting_more_control/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/04_plant_manager_less_firefighting_more_control/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DBR77,persona,04_plant_manager_less_firefighting_more_control,social,DBR77/Personas/04_plant_manager_less_firefighting_more_control/image-prompts.md,explicit,generate_now,P2,false,true,DBR77/Personas/04_plant_manager_less_firefighting_more_control/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,01_digital_twin_not_3d_model_decision_engine,hero,DT/Blog/01_digital_twin_not_3d_model_decision_engine/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/01_digital_twin_not_3d_model_decision_engine/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,01_digital_twin_not_3d_model_decision_engine,analytical,DT/Blog/01_digital_twin_not_3d_model_decision_engine/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/01_digital_twin_not_3d_model_decision_engine/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,01_digital_twin_not_3d_model_decision_engine,social,DT/Blog/01_digital_twin_not_3d_model_decision_engine/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/01_digital_twin_not_3d_model_decision_engine/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,02_why_capex_decisions_should_be_simulated_before_they_are_approved,hero,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,02_why_capex_decisions_should_be_simulated_before_they_are_approved,analytical,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,02_why_capex_decisions_should_be_simulated_before_they_are_approved,social,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,03_before_you_buy_a_robot_simulate_it_first,hero,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,03_before_you_buy_a_robot_simulate_it_first,analytical,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,03_before_you_buy_a_robot_simulate_it_first,social,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,04_why_most_digital_twins_fail,hero,DT/Blog/04_why_most_digital_twins_fail/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/04_why_most_digital_twins_fail/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,04_why_most_digital_twins_fail,analytical,DT/Blog/04_why_most_digital_twins_fail/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/04_why_most_digital_twins_fail/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,04_why_most_digital_twins_fail,social,DT/Blog/04_why_most_digital_twins_fail/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/04_why_most_digital_twins_fail/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,05_how_to_compare_layout_variants_without_guesswork,hero,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,05_how_to_compare_layout_variants_without_guesswork,analytical,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,05_how_to_compare_layout_variants_without_guesswork,social,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap,hero,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap,analytical,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap,social,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,07_how_simulation_reduces_change_risk_in_production_and_logistics,hero,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,07_how_simulation_reduces_change_risk_in_production_and_logistics,analytical,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,07_how_simulation_reduces_change_risk_in_production_and_logistics,social,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,08_digital_twin_vs_cad_what_decision_makers_need_to_know,hero,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,08_digital_twin_vs_cad_what_decision_makers_need_to_know,analytical,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,08_digital_twin_vs_cad_what_decision_makers_need_to_know,social,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,09_how_cfos_can_use_simulation_to_validate_roi,hero,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,09_how_cfos_can_use_simulation_to_validate_roi,analytical,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,09_how_cfos_can_use_simulation_to_validate_roi,social,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,10_the_cost_of_rework_when_you_skip_scenario_testing,hero,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,10_the_cost_of_rework_when_you_skip_scenario_testing,analytical,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,10_the_cost_of_rework_when_you_skip_scenario_testing,social,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,11_how_to_identify_bottlenecks_before_they_happen,hero,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,11_how_to_identify_bottlenecks_before_they_happen,analytical,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,11_how_to_identify_bottlenecks_before_they_happen,social,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,12_simulation_vs_reality_why_your_factory_planning_is_still_wrong,hero,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,12_simulation_vs_reality_why_your_factory_planning_is_still_wrong,analytical,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,12_simulation_vs_reality_why_your_factory_planning_is_still_wrong,social,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,13_five_scenarios_every_factory_should_simulate,hero,DT/Blog/13_five_scenarios_every_factory_should_simulate/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/13_five_scenarios_every_factory_should_simulate/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,13_five_scenarios_every_factory_should_simulate,analytical,DT/Blog/13_five_scenarios_every_factory_should_simulate/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/13_five_scenarios_every_factory_should_simulate/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,13_five_scenarios_every_factory_should_simulate,social,DT/Blog/13_five_scenarios_every_factory_should_simulate/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/13_five_scenarios_every_factory_should_simulate/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
DT,blog,14_digital_twin_for_workforce_optimization,hero,DT/Blog/14_digital_twin_for_workforce_optimization/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/14_digital_twin_for_workforce_optimization/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
DT,blog,14_digital_twin_for_workforce_optimization,analytical,DT/Blog/14_digital_twin_for_workforce_optimization/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/14_digital_twin_for_workforce_optimization/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
DT,blog,14_digital_twin_for_workforce_optimization,social,DT/Blog/14_digital_twin_for_workforce_optimization/image-prompts.md,explicit,generate_now,P1,false,true,DT/Blog/14_digital_twin_for_workforce_optimization/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
