schema,table,category,family,reason,sourceEvidence,exclusionBasis,ownership
public,backup_restore_receipts,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.backup_restore_receipts reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,backup_run_receipts,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.backup_run_receipts reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,backup_source_change_clock,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.backup_source_change_clock reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,benchmark_cohort_policies,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/finalBatchService.ts:277; SQL_FROM server/src/services/finalBatchService.ts:260,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benchmark_datasets,EXPORT,ASSESSMENT,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/routes/assessment-workflow-v2.routes.ts:1779; SQL_FROM server/src/routes/benchmark.routes.ts:160,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benchmark_datasets_versions,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.benchmark_datasets_versions reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,benchmark_framework_mappings,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.benchmark_framework_mappings reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,benchmark_gap_analyses,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/finalBatchService.ts:420; SQL_UPDATE server/src/services/finalBatchService.ts:473; SQL_FROM server/src/services/finalBatchService.ts:437; SQL_FROM server/src/services/finalBatchService.ts:438,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benchmark_gap_initiative_links,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.benchmark_gap_initiative_links reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,benchmark_query_audit,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/finalBatchService.ts:323; SQL_FROM server/src/services/finalBatchService.ts:348,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benefit_measurements,EXPORT,INTERVIEW,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:2378; SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:2404; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:2518; SQL_FROM server/src/services/v8/transformationCaseService.ts:7156; SQL_JOIN server/src/services/v8/transformationCaseService.ts:7266,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""benefit_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""initiative_benefits""}]}"
public,benefit_profile_points,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/benefitProfileService.ts:224; SQL_UPDATE server/src/services/benefitProfileService.ts:208; SQL_FROM server/src/services/benefitProfileService.ts:171; SQL_FROM server/src/services/benefitProfileService.ts:197,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benefit_targets,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.benefit_targets ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,benefit_tracking,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/economics.routes.ts:1729; SQL_INSERT_INTO server/src/services/finance/canonical/digitizationAnalysisPlannedBenefitCommandService.ts:152; SQL_UPDATE server/src/routes/economics.routes.ts:1713; SQL_UPDATE server/src/routes/economics.routes.ts:1716; SQL_UPDATE server/src/services/finance/canonical/digitizationAnalysisPlannedBenefitCommandService.ts:147,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benefits_register,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_UPDATE server/src/services/benefitsRegisterService.ts:359; SQL_FROM server/src/services/benefitsRegisterService.ts:321; SQL_FROM server/src/services/health/healthProbeService.ts:594; SQL_FROM server/src/services/initiative/initiativeLineageService.ts:221; SQL_FROM server/src/services/resultsVnext/roi/roiLegacyArchiveRepository.ts:303,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,benefits_reports,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.benefits_reports ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_admin_audit_log,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/billing/billingAdminOps.ts:66,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,billing_alerts,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/adminP32.routes.ts:1822; SQL_INSERT_INTO server/src/routes/adminP32.routes.ts:1860; SQL_INSERT_INTO server/src/routes/billing/billing.routes.ts:3300; SQL_INSERT_INTO server/src/routes/billing/billing.routes.ts:3337; SQL_INSERT_INTO server/src/services/billing/BillingCommandService.ts:1275,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,billing_credits,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.billing_credits ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_disputes,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.billing_disputes ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_email_queue,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.billing_email_queue ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_margins,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.billing_margins reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,billing_notification_preferences,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.billing_notification_preferences ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_refunds,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.billing_refunds ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_tax_settings,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/adminP32.routes.ts:1954; SQL_INSERT_INTO server/src/routes/billing/billing.routes.ts:3420; SQL_INSERT_INTO server/src/services/billing/BillingCommandService.ts:1319; SQL_FROM server/src/routes/adminP32.routes.ts:1907; SQL_FROM server/src/routes/billing/billing.routes.ts:3359,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,billing_usage_events,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.billing_usage_events ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,billing_webhook_events,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/BillingWebhookService.ts:169; SQL_UPDATE server/src/services/BillingWebhookService.ts:207; SQL_FROM server/src/services/BillingWebhookService.ts:218; SQL_FROM server/src/services/BillingWebhookService.ts:241; SQL_FROM server/src/services/BillingWebhookService.ts:450,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,blueprint_wbs_items,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/blueprintService.ts:128; SQL_INSERT_INTO server/src/services/blueprintService.ts:647; SQL_UPDATE server/src/services/blueprintService.ts:229; SQL_UPDATE server/src/services/blueprintService.ts:274; SQL_DELETE_FROM server/src/services/blueprintService.ts:259,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""template_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""initiative_templates""}]}"
public,brand_kits,EXPORT,PRESENTATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/presentations.routes.ts:2054; SQL_FROM server/src/routes/presentations.routes.ts:2025; SQL_FROM server/src/services/presentationGeneratorService.ts:1863; SQL_FROM server/src/services/presentationQualityGatesService.ts:382,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,budget_alerts,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.budget_alerts ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,budget_entries,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/executionBudgetService.ts:106; SQL_DELETE_FROM server/src/services/executionBudgetService.ts:211; SQL_DELETE_FROM server/src/services/executionBudgetService.ts:215; SQL_DELETE_FROM server/src/services/executionBudgetService.ts:223; SQL_DELETE_FROM server/src/services/executionBudgetService.ts:229,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,budget_expenses,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/budgetTrackingService.ts:103; SQL_FROM server/src/services/budgetTrackingService.ts:230,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,budget_initiative_links,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/finance/canonical/budgetInitiativeLinkCommandService.ts:32; SQL_DELETE_FROM server/src/routes/economics.routes.ts:3380; SQL_DELETE_FROM server/src/services/finance/canonical/budgetInitiativeUnlinkCommandService.ts:163; SQL_FROM server/src/routes/economics.routes.ts:3323; SQL_FROM server/src/services/finance/canonical/budgetInitiativeLinkCommandService.ts:29,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,budget_line_items,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.budget_line_items ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,budget_lines,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/economics.routes.ts:3291; SQL_INSERT_INTO server/src/services/budgetingService.ts:197; SQL_INSERT_INTO server/src/services/budgetingService.ts:202; SQL_UPDATE server/src/services/budgetingService.ts:286; SQL_UPDATE server/src/services/finance/canonical/budgetDocumentImportCommandService.ts:262,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""budget_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""budgets""}]}"
public,budget_overspend_signals,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/services/executiveAggregateService.ts:441; SQL_FROM server/src/services/signals/rules/finance/budgetOverspend.ts:26,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,budget_scenarios,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/budgetingService.ts:207; SQL_UPDATE server/src/services/budgetingService.ts:393; SQL_UPDATE server/src/services/budgetingService.ts:410; SQL_UPDATE server/src/services/finance/canonical/budgetProjectionCommandService.ts:352; SQL_UPDATE server/src/services/finance/canonical/budgetProjectionCommandService.ts:533,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""budget_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""budgets""}]}"
public,budget_snapshots,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/budgetingService.ts:438; SQL_INSERT_INTO server/src/services/finance/canonical/budgetApprovalCommandService.ts:235,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""budget_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""budgets""}]}"
public,budget_thresholds,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.budget_thresholds ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,budget_transactions,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.budget_transactions ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,budgets,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/budget.routes.ts:215; SQL_INSERT_INTO server/src/services/budgetingService.ts:179; SQL_UPDATE server/src/routes/budget.routes.ts:267; SQL_UPDATE server/src/services/budgetingService.ts:442; SQL_UPDATE server/src/services/finance/canonical/budgetApprovalCommandService.ts:248,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,builtin_role_permissions,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.builtin_role_permissions reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,business_metric_values,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/analytics-superadmin.routes.ts:829; SQL_DELETE_FROM server/src/routes/analytics-superadmin.routes.ts:852; SQL_FROM server/src/routes/analytics-superadmin.routes.ts:640; SQL_FROM server/src/routes/analytics-superadmin.routes.ts:641; SQL_FROM server/src/routes/analytics-superadmin.routes.ts:692,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""metric_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""business_metrics""},{""column"":""created_by"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,business_metrics,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/SuperAdminController.ts:5567; SQL_INSERT_INTO server/src/routes/analytics-superadmin.routes.ts:767; SQL_UPDATE server/src/controllers/SuperAdminController.ts:5580; SQL_DELETE_FROM server/src/controllers/SuperAdminController.ts:5590; SQL_DELETE_FROM server/src/routes/analytics-superadmin.routes.ts:851,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""created_by"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,calendar_events,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/my-work/calendar.routes.ts:888; SQL_UPDATE server/src/routes/my-work/calendar.routes.ts:992; SQL_UPDATE server/src/routes/my-work/calendar.routes.ts:1032; SQL_UPDATE server/src/routes/my-work/calendar.routes.ts:1156; SQL_FROM server/src/routes/daily-brief.routes.ts:64,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,calendar_feed_log,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/integrations/calendarIntegrations.routes.ts:310,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,candidate_competency_signals,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/cvMatchingService.ts:339; SQL_UPDATE server/src/services/cvMatchingService.ts:467; SQL_DELETE_FROM server/src/services/cvMatchingService.ts:473; SQL_DELETE_FROM server/src/services/cvMatchingService.ts:644; SQL_FROM server/src/services/cvMatchingService.ts:198,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,candidate_documents,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/cvMatchingService.ts:229; SQL_UPDATE server/src/services/cvMatchingService.ts:254; SQL_UPDATE server/src/services/cvMatchingService.ts:262; SQL_UPDATE server/src/services/cvMatchingService.ts:271; SQL_UPDATE server/src/services/cvMatchingService.ts:307,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,candidate_match_results,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/cvMatchingService.ts:568,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,candidate_profiles,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/cvMatchingService.ts:177; SQL_FROM server/src/services/cvMatchingService.ts:199; SQL_FROM server/src/services/cvMatchingService.ts:208; SQL_FROM server/src/services/cvMatchingService.ts:501,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,canonical_inbox_items,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/inboxService.ts:153; SQL_INSERT_INTO server/src/services/inboxService.ts:483; SQL_UPDATE server/src/routes/my-work.routes.ts:2693; SQL_UPDATE server/src/services/actionCard/actionCardService.ts:267; SQL_UPDATE server/src/services/inboxEnterpriseService.ts:523,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,canvas_idea_materialization_receipts,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/canvasMaterialize.ts:492; SQL_FROM server/src/services/canvasMaterialize.ts:426; SQL_FROM server/src/services/canvasMaterialize.ts:510,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,capabilities,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/capabilityService.ts:155; SQL_UPDATE server/src/services/capabilityService.ts:220; SQL_UPDATE server/src/services/capabilityService.ts:228; SQL_UPDATE server/src/services/competencyTaxonomyService.ts:377; SQL_FROM server/src/services/capabilityService.ts:172,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,capability_assignments,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/capabilityService.ts:457; SQL_FROM server/src/services/capabilityService.ts:474,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,capability_requirements,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/capabilityService.ts:317; SQL_INSERT_INTO server/src/services/competencyTaxonomyService.ts:417; SQL_UPDATE server/src/services/competencyTaxonomyService.ts:477; SQL_DELETE_FROM server/src/services/capabilityService.ts:366; SQL_DELETE_FROM server/src/services/competencyTaxonomyService.ts:483,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_core,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/caseCoreService.ts:425; SQL_INSERT_INTO server/src/services/caseWorkspace/caseIntakeService.ts:976; SQL_UPDATE server/src/services/caseWorkspace/caseCoreService.ts:624; SQL_UPDATE server/src/services/caseWorkspace/caseCoreService.ts:700; SQL_UPDATE server/src/services/caseWorkspace/caseCoreService.ts:760,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_plan_versions,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/casePlanVersionService.ts:961; SQL_UPDATE server/src/services/caseWorkspace/casePlanVersionService.ts:1038; SQL_UPDATE server/src/services/caseWorkspace/casePlanVersionService.ts:1174; SQL_UPDATE server/src/services/caseWorkspace/casePlanVersionService.ts:1249; SQL_UPDATE server/src/services/caseWorkspace/casePlanVersionService.ts:1330,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""case_id"",""parentColumn"":""case_id"",""parentSchema"":""public"",""parentTable"":""case_core""}]}"
public,case_plan_view_state,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/casePlanVersionService.ts:1655; SQL_FROM server/src/services/caseWorkspace/casePlanVersionService.ts:1621,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""case_plan_version_id"",""parentColumn"":""case_plan_version_id"",""parentSchema"":""public"",""parentTable"":""case_plan_versions""},{""column"":""case_id"",""parentColumn"":""case_id"",""parentSchema"":""public"",""parentTable"":""case_core""}]}"
public,case_workspace_action_proposal_decisions,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/proposalApprovalService.ts:1050; SQL_FROM server/src/services/caseWorkspace/proposalApprovalService.ts:1089; SQL_FROM server/src/services/caseWorkspace/proposalApprovalService.ts:1205; SQL_FROM server/src/services/caseWorkspace/proposalApprovalService.ts:1720,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""action_proposal_id"",""parentColumn"":""action_proposal_id"",""parentSchema"":""public"",""parentTable"":""case_workspace_action_proposals""}]}"
public,case_workspace_action_proposals,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/proposalApprovalService.ts:847; SQL_UPDATE server/src/services/caseWorkspace/proposalApprovalService.ts:941; SQL_UPDATE server/src/services/caseWorkspace/proposalApprovalService.ts:1179; SQL_UPDATE server/src/services/caseWorkspace/proposalApprovalService.ts:1405; SQL_UPDATE server/src/services/caseWorkspace/proposalApprovalService.ts:1523,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_artifact_links,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/caseWorkspace/artifactLinkService.ts:466; SQL_UPDATE server/src/services/caseWorkspace/artifactLinkService.ts:584; SQL_UPDATE server/src/services/caseWorkspace/artifactLinkService.ts:666; SQL_UPDATE server/src/services/caseWorkspace/artifactLinkService.ts:738; SQL_UPDATE server/src/services/caseWorkspace/artifactLinkService.ts:818,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_capabilities,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.case_workspace_capabilities reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,case_workspace_capability_idempotency_keys,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.case_workspace_capability_idempotency_keys reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,case_workspace_event_inbox,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/services/caseWorkspace/waitSubscriptionService.ts:1112,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_event_outbox,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/services/caseWorkspace/lightOneClickService.ts:518; SQL_FROM server/src/services/caseWorkspace/proposalApprovalService.ts:642; SQL_FROM server/src/services/caseWorkspace/waitSubscriptionService.ts:1049; SQL_FROM server/src/services/operationalAlertRepairService.ts:74,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,case_workspace_feature_flag_definitions,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.case_workspace_feature_flag_definitions reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
