category	file	test	root_cause	first_failure_message
d	tests/acceptance/fin-006-valuation-recommendation-candidate-handoff.e2e.test.ts	FIN-06 — valuation recommendation candidate handoff Blocker 2 / scenario B: APPROVED at preview but flipped to DRAFT before confirm fails closed (TOCTOU)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"success":false,"code":"ORG_MEMBERSHIP_REVOKED"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/fin-006-valuation-recommendation-candidate-handoff.e2e.test.ts	FIN-06 — valuation recommendation candidate handoff Blocker 2 / scenario C: APPROVED throughout still completes the golden flow (no regression)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"success":false,"code":"ORG_MEMBERSHIP_REVOKED"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/fin-mvp-reconciliation.mounted.pg.test.ts	FIN-MVP-RECONCILIATION mounted realPG auth/tenant matrix MEMBER+responsibility is denied; qualified OWNER maker opens but cannot self-resolve	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/fin-mvp-reconciliation.mounted.pg.test.ts	FIN-MVP-RECONCILIATION mounted realPG auth/tenant matrix explicit Finance-owner capability resolves; foreign and revoked identities fail closed	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/fin-mvp-reconciliation.mounted.pg.test.ts	FIN-MVP-RECONCILIATION mounted realPG auth/tenant matrix ADMIN wildcard is insufficient and revoked membership is rechecked with the same token	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/fin-mvp-reconciliation.mounted.pg.test.ts	FIN-MVP-RECONCILIATION mounted realPG auth/tenant matrix append-only revocation disables an explicit grant and cannot be mutated back	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/generation-pipeline-h36.e2e.test.ts	H3.6 — deck timeout watchdog (DB) flips a stale generating deck to failed with a reason; leaves a fresh one	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to include 'odbior--h36--deck-stale-1787890832519'
d	tests/acceptance/generation-pipeline-h36.e2e.test.ts	H3.6 — statusDoc status consistency (error vs empty vs ready) returns error (not draft) when the draft carries failure content and no runtime entry	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	DeliverablesGenerationError: Generacja odbior--h36--doc-failed-1787890832536 nie istnieje
d	tests/acceptance/generation-pipeline-h36.e2e.test.ts	H3.6 — statusDoc status consistency (error vs empty vs ready) returns plan_ready for a skeleton draft and draft for real content	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	DeliverablesGenerationError: Generacja odbior--h36--doc-skeleton-1787890832548 nie istnieje
c	tests/acceptance/h1-chain.e2e.test.ts	H1.3 — Assessment completion auto-creates DRAFT initiatives (real runtime) materializes DRAFT initiatives from recommendations, linked + back-referenced	Fixture łańcucha nie spełnia bieżących warunków domenowych.	Error: ASSESSMENT_NOT_FOUND
c	tests/acceptance/h1-chain.e2e.test.ts	H1.3 — Assessment completion auto-creates DRAFT initiatives (real runtime) is idempotent — re-completing does not double-create	Fixture łańcucha nie spełnia bieżących warunków domenowych.	AssertionError: expected +0 to be 2 // Object.is equality
c	tests/acceptance/h1-chain.e2e.test.ts	H1.5 — Idea→Initiative convert records origin back-reference (real runtime) converts an idea and sets created_from=idea on the initiative	Fixture łańcucha nie spełnia bieżących warunków domenowych.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h1-chain.e2e.test.ts	H1.11 — Chat deliverable lands in M17 with source back-reference (real runtime) registers a doc deliverable in M17 with sourceType=chat + sourceId=conversationId	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/h1-chain.e2e.test.ts	H1.11 — Chat deliverable lands in M17 with source back-reference (real runtime) is idempotent per (org, runtime, generationId) — re-registering updates, not duplicates	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/h14-tools-initiatives.e2e.test.ts	H1.4 / S6.2 — POST /api/initiatives/from-tool-session materializes 2 recommendations (body) into 2 DRAFT initiatives with tool_session back-ref	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/h14-tools-initiatives.e2e.test.ts	H1.4 / S6.2 — POST /api/initiatives/from-tool-session is idempotent on repeat — dedup przy powtórce (0 created, both skipped, DB still 2)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h14-tools-initiatives.e2e.test.ts	H1.4 / S6.2 — POST /api/initiatives/from-tool-session derives recommendations from the session output_json when the body omits them	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/h14-tools-initiatives.e2e.test.ts	H1.4 / S6.2 — POST /api/initiatives/from-tool-session returns 404 for a session id outside the caller org (tenant guard)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 404 // Object.is equality
b	tests/acceptance/h16-start-execution.e2e.test.ts	H1.6 — POST /api/initiatives/:id/start-execution (kanoniczny kontrakt PO fixie H16) DRAFT → 400 (INVALID_TRANSITION) — gate blokuje spoza SCHEDULED	Test oczekuje starego kontraktu /start-execution zamiast odmowy runtime-v1.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/h16-start-execution.e2e.test.ts	H1.6 — POST /api/initiatives/:id/start-execution (kanoniczny kontrakt PO fixie H16) REGRESJA H16: APPROVED (jeszcze NIE SCHEDULED) → 400 INVALID_TRANSITION, NIE 200 (stary bypass zamknięty)	Test oczekuje starego kontraktu /start-execution zamiast odmowy runtime-v1.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/h16-start-execution.e2e.test.ts	H1.6 — POST /api/initiatives/:id/start-execution (kanoniczny kontrakt PO fixie H16) PRAWDZIWA ścieżka happy-path: SCHEDULED + zatwierdzona decyzja GO/NO-GO → 200, status EXECUTING (uppercase), execution_started_at zapisany	Test oczekuje starego kontraktu /start-execution zamiast odmowy runtime-v1.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/h16-start-execution.e2e.test.ts	H1.6 — POST /api/initiatives/:id/start-execution (kanoniczny kontrakt PO fixie H16) uruchomiona inicjatywa JEST widoczna w GET execution summary (liczniki +1)	Test oczekuje starego kontraktu /start-execution zamiast odmowy runtime-v1.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h2-bugs.e2e.test.ts	Acceptance H2.3 — M06 idea preferred_tool round-trips through the real router a mindmap idea persists and reads back preferredTool=mindmap (never process_flow)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/h2-bugs.e2e.test.ts	Acceptance H2.3 — M06 idea preferred_tool round-trips through the real router a process_flow idea persists and reads back preferredTool=process_flow (the inverse)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/h2-bugs.e2e.test.ts	Acceptance H2.17 — M24 member role PATCH resolves membership id to user_id PATCH by membership id updates the correct organization_members row (WHERE user_id)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be less than 400
c	tests/acceptance/h3-dowody.e2e.test.ts	H3.1 — SWOT (dynamicSwot) tool-sesja e2e (real router + auth + DB) creates the session, saves accepted SWOT items + a W2 verdict, reloads, and the conclusion lands in `conclusions`	Fixture wskazuje zasób nieosiągalny pod bieżącym kontraktem i dostaje 404.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/h31-swot-flow.e2e.test.ts	H3.1 — dynamic-swot pełny cykl e2e (real router + auth + DB + engine gate) creates a dynamic-swot session, saves all 4 quadrants, reloads, saves a validated W2 (tensions+moves+summary), reloads complete, passes the real tool gate, and the conclusion lands in `conclusions`	Test nie przekazuje wymaganego precondition i dostaje 428.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h32-19tools.e2e.test.ts	H3.2 — 'dynamic-swot' tool-sesja e2e (real router + auth + DB) creates, saves a minimal accepted item + W2 verdict, reloads, and the conclusion lands in conclusions (dynamic-swot)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h44-m13-flow.e2e.test.ts	H4.4 — M13 initiative generator flow: create → DRAFT → document → timeline 1) POST /api/initiatives creates a DRAFT initiative anchored to the real project	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h44-m13-flow.e2e.test.ts	H4.4 — M13 initiative generator flow: create → DRAFT → document → timeline 2) GET /api/initiatives/section-types is a real, wired endpoint (document section catalog)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h44-m13-flow.e2e.test.ts	H4.4 — M13 initiative generator flow: create → DRAFT → document → timeline 3) PUT /:id persists document sections, GET /:id opens the document with real round-tripped content	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/h44-m13-flow.e2e.test.ts	H4.4 — M13 initiative generator flow: create → DRAFT → document → timeline 4) timeline/harmonogram: milestones start empty, then persist real rows in order	Test oczekuje utworzenia 201, bieżący kontrakt zwraca konflikt 409.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/h52-n1-lists.e2e.test.ts	H5.3 — GET /api/teams members batched (WHERE team_id IN) groups members per team with correct counts and member shape	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be truthy
d	tests/acceptance/h52-n1-lists.e2e.test.ts	H5.3 — pullAndReconcileInitiative realized SUM batched (GROUP BY kpi_id) sums realized ROI per KPI identically to the per-KPI loop	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 2 // Object.is equality
d	tests/acceptance/h63-notification-dedup.e2e.test.ts	H6.3-1 · TaskService.updateTask assignee-change race → exactly 1 TASK_ASSIGNED notification two concurrent updateTask() calls that both change the assignee produce exactly 1 notification row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/h63-notification-dedup.e2e.test.ts	H6.3-2 · Stripe webhook concurrent duplicate delivery → exactly 1 notification two truly concurrent deliveries of the same event.id: only one claims the event and only 1 notification is written	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 2 to be 1 // Object.is equality
d	tests/acceptance/harvard-collab-batch1.e2e.test.ts	A-KOL-1 — Notebook (note): presence read, comments gap, write-conflict presence READ: a second real WS client sees the first in the live roster (and vice versa)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	Error: Unexpected server response: 403
d	tests/acceptance/harvard-collab-batch1.e2e.test.ts	A-KOL-1 — Notebook (note): presence read, comments gap, write-conflict write-conflict: PUT is OWNER-ONLY (403 for a second org member) and has NO baseVersion/OCC guard for the owner	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 403 // Object.is equality
d	tests/acceptance/harvard-collab-batch1.e2e.test.ts	A-KOL-1 — Table (Ideas / Table Platform): Socket.IO presence, comments, unlocked cell relay presence READ: two real socket.io clients joining the same table room see each other via presence:update	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected false to be true // Object.is equality
d	tests/acceptance/harvard-collab-batch1.e2e.test.ts	A-KOL-1 — Table (Ideas / Table Platform): Socket.IO presence, comments, unlocked cell relay comments: user A posts a tp_record_comments row via REST, user B (same org) reads it	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 201 // Object.is equality
d	tests/acceptance/harvard-collab-batch1.e2e.test.ts	A-KOL-1 — Table (Ideas / Table Platform): Socket.IO presence, comments, unlocked cell relay write-conflict: cell:update has NO lock/version guard — both users' writes broadcast unconditionally (honest gap vs Mind Map/Whiteboard OCC)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected false to be true // Object.is equality
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Agent HP-4 (real router + auth + planner + DB) creates a plan FROM A MANIFEST (PlanBuilder) and persists plan + steps in Postgres	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Agent HP-4 (real router + auth + planner + DB) executes a side-effect-FREE plan end-to-end to "completed" in one run (executor + finalize path)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'planning' to be 'completed' // Object.is equality
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Agent HP-4 (real router + auth + planner + DB) PAUSES at the approval gate on a SIDE_EFFECT step and records approval via the real router	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'planning' to be 'awaiting_approval' // Object.is equality
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Agent HP-4 (real router + auth + planner + DB) plan reaches "completed" after approving the side-effect step (HP-4 gate fix)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [ Array(2) ] to include 'planning'
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Agent HP-4 (real router + auth + planner + DB) claims a plan atomically so concurrent deliveries execute each step once	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Agent HP-4 (real router + auth + planner + DB) reliability: create → execute-to-gate → approval recorded succeeds 3/3 (functioning cycle)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 3 // Object.is equality
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Evidence envelope (real router + auth + DB) upserts an evidence envelope via PUT, persists it, and reads it back via GET	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be truthy
d	tests/acceptance/harvey.e2e.test.ts	Acceptance HARVEY · Evidence envelope (real router + auth + DB) appends a source via POST /sources (append semantics)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of null (reading 'sources')
b	tests/acceptance/hp8-artifact-approvals.e2e.test.ts	Acceptance HP-8 · Initiative approval (real router + auth + DB) drives create(draft) → submit(review) → approve(approved); GET reflects each state	Test oczekuje starego kontraktu tworzenia, bieżący writer zwraca konflikt 409.	AssertionError: expected 409 to be 201 // Object.is equality
b	tests/acceptance/hp8-artifact-approvals.e2e.test.ts	Acceptance HP-8 · Report approval (real router + auth + DB) submit -> reject(rejected) -> resubmit(review): the 3rd type flows through the same state machine	Test oczekuje starego kontraktu tworzenia, bieżący writer zwraca konflikt 409.	AssertionError: expected 409 to be 201 // Object.is equality
b	tests/acceptance/hp8-artifact-approvals.e2e.test.ts	Acceptance HP-8 · Deck approval (real router + auth + DB) submit(review) -> approve(approved); DB row carries artifact_type=deck	Test oczekuje starego kontraktu tworzenia, bieżący writer zwraca konflikt 409.	AssertionError: expected 409 to be 201 // Object.is equality
d	tests/acceptance/initiative-similarity.e2e.test.ts	InitiativeSimilarity (checkSimilarInitiatives) — real DB, real/fallback scorer ranks the two cloud-migration initiatives above the unrelated wellness one	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be defined
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 1) a REJECTED blocking decision never unblocks the initiative, even as the last pending/escalated blocker	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 2) approved blocker + NO current approved GOVERNANCE_DECISION_MAKING decision -> stays BLOCKED (GATE_DECISION_REQUIRED is not surfaced as an error)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
c	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 3) approved blocker + current GO + no other blockers -> canonical UNBLOCK fires, EXECUTING, exactly +1/+1 audit rows, visible via GET /api/initiatives/:id and GET /api/execution/:projectId/summary	Fixture decyzji nie uruchamia już oczekiwanego automatycznego przejścia.	AssertionError: expected 400 to be 201 // Object.is equality
c	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 4) a second still-pending blocking decision prevents UNBLOCK even after the first blocker is approved; resolving BOTH unblocks	Fixture decyzji nie uruchamia już oczekiwanego automatycznego przejścia.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 5) createDecision blocks a non-terminal Initiative (DRAFT, SCHEDULED) with real audit rows	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 6/15) createDecision never blocks a DONE initiative — Decision still gets created (201), initiative unchanged, no audit rows	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 7/13/20) a forced mid-transaction failure inside applyDecisionBlockTransitionOnClient rolls back the WHOLE createDecision transaction — Decision never persisted, initiative untouched (SQL read-back proof)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be greater than or equal to 500
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 14) idempotent retry AFTER a transient (now-fixed) failure: exactly one BLOCK + one audit set on the eventual success, not zero, not duplicated	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 8) concurrent createDecision-with-blocking-impact vs. an in-flight decide()-driven UNBLOCK on the SAME initiative -> no crash, no orphaned/duplicated audit rows, valid status	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 9) retry: the SAME blocking-write scenario called twice in immediate succession on an already-BLOCKED initiative -> exactly one BLOCK worth of audit rows, not duplicated	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 10) cross-tenant: an org-B actor cannot block/unblock an org-A initiative via a decision that references it	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 11) forged actor/org fields in the request body have no effect — real values always come from the authenticated token (mirrors mw-dec-001 case 6)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 12) missing required role on decide() -> 403, DB unchanged, no initiative-side cascade attempted at all	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 17) CANCELLED is not blocked by createDecision	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
d	tests/acceptance/integrate--decision-initiative-block-gate.e2e.test.ts	Decision-driven Initiative BLOCK/UNBLOCK integration (real Postgres, real routers) 18) ARCHIVED is not blocked by createDecision	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 400 to be 201 // Object.is equality
b	tests/acceptance/interview-ai-suggestion-audit.e2e.test.ts	INT-04 — durable Teresa suggestion provenance audits generation, atomically accepts an edited draft, rejects another, and isolates tenants	Test nie przekazuje wymaganego expectedUpdatedAt i dostaje 428.	AssertionError: expected null to match object { id: 'odbior--int04--question' }
b	tests/acceptance/interview-assignment-delivery-readback.e2e.test.ts	INT-02 assignment tenant/role and delivery acceptance persists assignment + mirror task + recipient notification and blocks unauthorized writers	Test oczekuje 403 przed wymaganą kontrolą precondition; runtime zwraca 428.	AssertionError: expected 'ORG_MEMBERSHIP_REVOKED' to be 'ASSIGNEE_NOT_IN_ORG' // Object.is equality
d	tests/acceptance/interview-insight-generation-readback.e2e.test.ts	INT-07 — durable insight generation and reopen generates from an approved source, persists completed content, reopens it, and hides it cross-tenant	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"error":"You no longer have access to this organization","code":"ORG_MEMBERSHIP_REVOKED"}: expected 403 to be 201 // Object.is equality
